STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,CLDD,Missing,Consecutive Missing,HTDD,Missing,Consecutive Missing,DT90,Missing,Consecutive Missing,DX32,Missing,Consecutive Missing,DT00,Missing,Consecutive Missing,DT32,Missing,Consecutive Missing,DP01,Missing,Consecutive Missing,DP05,Missing,Consecutive Missing,DP10,Missing,Consecutive Missing,EMXP,Missing,Consecutive Missing,TPCP,Missing,Consecutive Missing,EMXT,Missing,Consecutive Missing,EMNT,Missing,Consecutive Missing,MMXT,Missing,Consecutive Missing,MMNT,Missing,Consecutive Missing,MNTM,Missing,Consecutive Missing
GHCND:BR038983570,MACEIO AEROPORTO BR,118,-9.517,-35.783,20150501,54,12,4,0,12,4,1,16,5,0,16,5,0,12,4,0,12,4,16,0,0,7,0,0,2,0,0,59.9,0,0,249.7,0,0,32.4,16,5,18,12,4,29.8,16,5,20.4,12,4,25,12,4
GHCND:BR002143012,JUIZ DE FORA BR,911,-21.767,-43.35,20150601,0,15,3,34,15,3,0,14,3,0,14,3,0,2,1,0,2,1,2,0,0,1,0,0,1,0,0,25.9,0,0,33.2,0,0,28,14,3,6.1,2,1,23.7,14,3,8.2,2,1,15.9,15,3
GHCND:BR00E3-0520,SAO PAULO AEROPORT BR,802,-23.617,-46.65,20150601,0,0,0,2,0,0,0,18,11,0,18,11,0,24,15,0,24,15,2,0,0,0,0,0,0,0,0,5.1,0,0,10.9,0,0,26.6,18,11,11.5,24,15,23,18,11,14.5,24,15,16.7,0,0
GHCND:BR000352000,ALTAMIRA BR,112,-3.2,-52.2,20150601,-9999,0,0,-9999,0,0,21,6,2,0,6,2,-9999,0,0,-9999,0,0,6,0,0,1,0,0,0,0,0,13,0,0,47.8,0,0,34.5,6,2,-9999,0,0,33.2,6,2,-9999,0,0,-9999,0,0
GHCND:BRM00083208,VILHENA BR,615.1,-12.694,-60.098,20150601,-9999,0,0,-9999,0,0,4,17,8,0,17,8,0,9,9,0,9,9,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,37.2,17,8,20.9,9,9,34.2,17,8,20.9,9,9,-9999,0,0
GHCND:BR000082400,FERNANDO DE NORONHA BR,59,-3.85,-32.417,20150601,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,0,9,3,0,9,3,12,0,0,4,0,0,0,0,0,22.1,0,0,124.8,0,0,-9999,0,0,23.4,9,3,-9999,0,0,24.9,9,3,-9999,0,0
GHCND:BRM00083827,CATARATAS INTERNATIONAL BR,239.9,-25.596,-54.487,20150601,6,7,3,0,7,3,0,15,4,0,15,4,0,19,9,0,19,9,4,0,0,3,0,0,2,0,0,49,0,0,119,0,0,29.4,15,4,4.6,19,9,25.1,15,4,12.6,19,9,20.3,7,3
GHCND:BR000956000,ALTA FLORESTA AERO BR,289,-9.867,-56.1,20150601,11,2,2,0,2,2,7,17,11,0,17,11,0,18,10,0,18,10,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,38.7,17,11,19.2,18,10,37.4,17,11,20.3,18,10,29.5,2,2
GHCND:BRM00082098,MACAPA BR,17.1,0.051,-51.072,20150601,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,0,5,5,0,5,5,1,0,0,0,0,0,0,0,0,10.9,0,0,12.9,0,0,-9999,0,0,24.8,5,5,-9999,0,0,24.8,5,5,-9999,0,0
GHCND:BR000082861,CONCEICAO DO ARAGUAIA BR,NaN,-8.25,-49.28,20150601,-9999,0,0,-9999,0,0,1,16,16,0,16,16,0,24,24,0,24,24,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,36.6,16,16,22.5,24,24,36.6,16,16,22.5,24,24,-9999,0,0
GHCND:BR038484280,CAMPINA GRANDE BR,502,-7.217,-35.883,20150601,1,15,4,5,15,4,0,15,4,0,15,4,0,0,0,0,0,0,11,0,0,5,0,0,0,0,0,19.1,0,0,130.4,0,0,29.5,15,4,7.5,0,0,27.8,15,4,9,0,0,18.1,15,4
GHCND:BRM00083566,BELO HORIZONTE CONFINS BR,0,-19.833,-43.917,20150601,22,18,4,1,18,4,0,18,4,0,18,4,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,4.1,0,0,4.1,0,0,28.9,18,4,11.5,1,1,25.6,18,4,14.5,1,1,20.2,18,4
GHCND:BRM00082193,VAL DE CANS INTERNATIONAL BR,16.5,-1.379,-48.476,20150601,113,9,2,0,9,2,5,13,2,0,13,2,0,7,2,0,7,2,11,0,0,5,0,0,0,0,0,23.9,0,0,131.9,0,0,32.7,13,2,22.9,7,2,31.7,13,2,23.6,7,2,27.7,9,2
GHCND:BR037041370,TERESINA AEROPORTO BR,67,-5.05,-42.817,20150601,74,9,4,0,9,4,12,17,4,0,17,4,0,8,2,0,8,2,1,0,0,0,0,0,0,0,0,7.9,0,0,9.1,0,0,35.1,17,4,21.6,8,2,33.9,17,4,23.7,8,2,28.9,9,4
GHCND:BR038983570,MACEIO AEROPORTO BR,118,-9.517,-35.783,20150601,45,8,3,0,8,3,0,13,2,0,13,2,0,15,4,0,15,4,22,0,0,9,0,0,3,0,0,75.9,0,0,371.6,0,0,31.1,13,2,16.8,15,4,27.5,13,2,19.7,15,4,23.9,8,3
GHCND:BRM00082562,MARABA BR,108.8,-5.369,-49.138,20150601,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,0,16,16,0,16,16,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,24,16,16,-9999,0,0,24,16,16,-9999,0,0
GHCND:BRM00083698,BARTOLOMEU LISANDRO BR,17.4,-21.698,-41.302,20150601,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,0,19,19,0,19,19,1,0,0,1,0,0,0,0,0,17,0,0,17,0,0,-9999,0,0,17.1,19,19,-9999,0,0,17.1,19,19,-9999,0,0
GHCND:BR002143012,JUIZ DE FORA BR,911,-21.767,-43.35,20150701,0,17,5,33,17,5,0,17,5,0,17,5,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,15,0,0,15.8,0,0,26.8,17,5,6.4,1,1,24.5,17,5,8.1,1,1,16,17,5
GHCND:BRM00082193,VAL DE CANS INTERNATIONAL BR,16.5,-1.379,-48.476,20150701,66,15,5,0,15,5,2,17,4,0,17,4,0,15,5,0,15,5,10,0,0,0,0,0,0,0,0,11.9,0,0,66.3,0,0,32.2,17,4,22.9,15,5,31.7,17,4,23.8,15,5,27.7,15,5
GHCND:BR00E3-0520,SAO PAULO AEROPORT BR,802,-23.617,-46.65,20150701,9,16,5,5,16,5,0,17,4,0,17,4,0,22,7,0,22,7,4,0,0,1,0,0,0,0,0,13,0,0,35.2,0,0,26.7,17,4,10.7,22,7,22.8,17,4,14.8,22,7,19.1,16,5
GHCND:BR000352000,ALTAMIRA BR,112,-3.2,-52.2,20150701,2,24,24,0,24,24,26,5,1,0,5,1,0,24,24,0,24,24,5,0,0,3,0,0,1,0,0,37.1,0,0,99.5,0,0,35.2,5,1,9,24,24,33.7,5,1,9,24,24,20.7,24,24
GHCND:BR037041370,TERESINA AEROPORTO BR,67,-5.05,-42.817,20150701,33,8,5,0,8,5,9,21,4,0,21,4,0,14,5,0,14,5,4,0,0,1,0,0,0,0,0,18,0,0,37.7,0,0,36.3,21,4,20.7,14,5,34.8,21,4,23.7,14,5,29.4,8,5
GHCND:BRM00083208,VILHENA BR,615.1,-12.694,-60.098,20150701,15,7,6,0,7,6,1,17,4,0,17,4,0,12,6,0,12,6,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,32.4,17,4,17,12,6,31,17,4,19.6,12,6,25.7,7,6
GHCND:BR000082400,FERNANDO DE NORONHA BR,59,-3.85,-32.417,20150701,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,0,12,2,0,12,2,8,0,0,1,0,0,0,0,0,17,0,0,71.1,0,0,-9999,0,0,23.7,12,2,-9999,0,0,24.8,12,2,-9999,0,0
GHCND:BR000082704,CRUZEIRO DO SUL BR,194,-7.633,-72.667,20150701,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,0,29,29,0,29,29,1,0,0,0,0,0,0,0,0,8.9,0,0,8.9,0,0,-9999,0,0,21.7,29,29,-9999,0,0,21.7,29,29,-9999,0,0
GHCND:BR038983570,MACEIO AEROPORTO BR,118,-9.517,-35.783,20150701,45,11,4,0,11,4,0,15,4,0,15,4,0,13,3,0,13,3,18,0,0,5,0,0,3,0,0,70.1,0,0,257.9,0,0,27.3,15,4,18,13,3,26.6,15,4,20.1,13,3,23.3,11,4
GHCND:BRM00083827,CATARATAS INTERNATIONAL BR,239.9,-25.596,-54.487,20150701,0,6,3,6,6,3,0,17,5,0,17,5,0,23,11,0,23,11,12,0,0,7,0,0,2,0,0,39.9,0,0,199.2,0,0,26.9,17,5,11.5,23,11,21.5,17,5,14.7,23,11,15.4,6,3
GHCND:BRM00083344,VITORIA DA CONQUISTA BR,913.8,-14.863,-40.863,20150701,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,0,29,29,0,29,29,0,0,0,0,0,0,0,0,0,0.3,0,0,0.3,0,0,-9999,0,0,10.8,29,29,-9999,0,0,10.8,29,29,-9999,0,0
GHCND:BR000956000,ALTA FLORESTA AERO BR,289,-9.867,-56.1,20150701,11,4,4,0,4,4,2,18,8,0,18,8,0,19,7,0,19,7,1,0,0,0,0,0,0,0,0,8.9,0,0,9.4,0,0,39.1,18,8,16.5,19,7,35.8,18,8,19.3,19,7,29.2,4,4
GHCND:BRM00082098,MACAPA BR,17.1,0.051,-51.072,20150701,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,0,28,26,0,28,26,1,0,0,0,0,0,0,0,0,10.9,0,0,13.4,0,0,-9999,0,0,24.5,28,26,-9999,0,0,24.5,28,26,-9999,0,0
GHCND:BR000082861,CONCEICAO DO ARAGUAIA BR,NaN,-8.25,-49.28,20150701,-9999,0,0,-9999,0,0,1,5,5,0,5,5,0,29,27,0,29,27,1,0,0,0,0,0,0,0,0,6.1,0,0,9.1,0,0,36.1,5,5,20.8,29,27,36.1,5,5,21.7,29,27,-9999,0,0
GHCND:BRM00082336,ITACOATIARA BR,43.3,-3.127,-58.481,20150701,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,1,0,0,0,0,0,0,0,0,10.9,0,0,10.9,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:BR038484280,CAMPINA GRANDE BR,502,-7.217,-35.883,20150701,0,15,6,14,15,6,0,15,6,0,15,6,0,1,1,0,1,1,14,0,0,7,0,0,0,0,0,22.1,0,0,192.6,0,0,27.7,15,6,8,1,1,25.8,15,6,10.2,1,1,17.3,15,6
GHCND:BRM00083566,BELO HORIZONTE CONFINS BR,0,-19.833,-43.917,20150701,19,16,4,1,16,4,0,16,4,0,16,4,0,8,3,0,8,3,1,0,0,0,0,0,0,0,0,3,0,0,3,0,0,26.9,16,4,11.3,8,3,24.9,16,4,13.8,8,3,19.6,16,4
GHCND:BR002143012,JUIZ DE FORA BR,911,-21.767,-43.35,20150801,0,13,4,34,13,4,0,12,4,0,12,4,0,2,1,0,2,1,3,0,0,0,0,0,0,0,0,8.9,0,0,23.9,0,0,27.9,12,4,5.4,2,1,25.2,12,4,7.6,2,1,15.9,13,4
GHCND:BR057324290,MONTES CLAROS BR,668,-16.717,-43.867,20150801,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,0,17,4,0,17,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-9999,0,0,13,17,4,-9999,0,0,16.6,17,4,-9999,0,0
GHCND:BRM00082361,TUCURUI BR,253,-3.786,-49.72,20150801,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,0,27,25,0,27,25,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,19.5,27,25,-9999,0,0,20,27,25,-9999,0,0
GHCND:BRM00082193,VAL DE CANS INTERNATIONAL BR,16.5,-1.379,-48.476,20150801,11,16,16,0,16,16,1,16,16,0,16,16,0,21,10,0,21,10,7,0,0,2,0,0,2,0,0,29,0,0,91.9,0,0,32.8,16,16,22.9,21,10,32.8,16,16,23.8,21,10,28.9,16,16
GHCND:BR00E3-0520,SAO PAULO AEROPORT BR,802,-23.617,-46.65,20150801,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,0,23,16,0,23,16,3,0,0,0,0,0,0,0,0,11.9,0,0,19.8,0,0,-9999,0,0,13.7,23,16,-9999,0,0,14.5,23,16,-9999,0,0
GHCND:BR000352000,ALTAMIRA BR,112,-3.2,-52.2,20150801,-9999,0,0,-9999,0,0,17,14,3,0,14,3,-9999,0,0,-9999,0,0,2,0,0,0,0,0,0,0,0,7.9,0,0,13.5,0,0,37.2,14,3,-9999,0,0,35,14,3,-9999,0,0,-9999,0,0
GHCND:BR047635180,BOM JESUS DA LAPA BR,443,-13.267,-43.417,20150801,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,0,20,10,0,20,10,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,17,20,10,-9999,0,0,18.6,20,10,-9999,0,0
GHCND:BR037041370,TERESINA AEROPORTO BR,67,-5.05,-42.817,20150801,11,16,16,0,16,16,1,16,16,0,16,16,0,20,7,0,20,7,1,0,0,0,0,0,0,0,0,4.1,0,0,4.1,0,0,36.9,16,16,21.9,20,7,36.9,16,16,23.4,20,7,29.5,16,16
GHCND:BRM00083208,VILHENA BR,615.1,-12.694,-60.098,20150801,-9999,0,0,-9999,0,0,5,26,16,0,26,16,0,9,9,0,9,9,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,35.5,26,16,21.5,9,9,33.5,26,16,21.5,9,9,-9999,0,0
GHCND:BR000082400,FERNANDO DE NORONHA BR,59,-3.85,-32.417,20150801,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,0,16,4,0,16,4,2,0,0,0,0,0,0,0,0,4.1,0,0,11.9,0,0,-9999,0,0,24,16,4,-9999,0,0,25,16,4,-9999,0,0
GHCND:BRM00083746,GALEAO ANTONIO CARLOS JOBIM BR,8.5,-22.809,-43.244,20150801,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,0,11,6,0,11,6,1,0,0,0,0,0,0,0,0,4.1,0,0,4.4,0,0,-9999,0,0,16,11,6,-9999,0,0,18.5,11,6,-9999,0,0
GHCND:BR000082704,CRUZEIRO DO SUL BR,194,-7.633,-72.667,20150801,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,0,1,1,0,1,1,3,0,0,2,0,0,2,0,0,35.1,0,0,76.1,0,0,-9999,0,0,20.9,1,1,-9999,0,0,22.1,1,1,-9999,0,0
GHCND:BR038983570,MACEIO AEROPORTO BR,118,-9.517,-35.783,20150801,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,0,13,3,0,13,3,10,0,0,3,0,0,1,0,0,29,0,0,114,0,0,-9999,0,0,16.9,13,3,-9999,0,0,19.9,13,3,-9999,0,0
GHCND:BRM00083827,CATARATAS INTERNATIONAL BR,239.9,-25.596,-54.487,20150801,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,0,25,10,0,25,10,4,0,0,2,0,0,1,0,0,30,0,0,50.1,0,0,-9999,0,0,12.7,25,10,-9999,0,0,15.4,25,10,-9999,0,0
GHCND:BRM00082562,MARABA BR,108.8,-5.369,-49.138,20150801,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,0,22,21,0,22,21,1,0,0,0,0,0,0,0,0,9.9,0,0,9.9,0,0,-9999,0,0,23.6,22,21,-9999,0,0,24.1,22,21,-9999,0,0
GHCND:BRM00083344,VITORIA DA CONQUISTA BR,913.8,-14.863,-40.863,20150801,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,10.9,0,0,45.1,0,0,-9999,0,0,7.2,0,0,-9999,0,0,11.4,0,0,-9999,0,0
GHCND:BR000956000,ALTA FLORESTA AERO BR,289,-9.867,-56.1,20150801,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,0,13,2,0,13,2,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,14.6,13,2,-9999,0,0,18.3,13,2,-9999,0,0
GHCND:BRM00082098,MACAPA BR,17.1,0.051,-51.072,20150801,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,0,9,4,0,9,4,7,0,0,2,0,0,0,0,0,22.1,0,0,84.8,0,0,-9999,0,0,23.3,9,4,-9999,0,0,25,9,4,-9999,0,0
GHCND:BRM00082533,MANICORE BR,53,-5.811,-61.278,20150801,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,0,27,27,0,27,27,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-9999,0,0,24.4,27,27,-9999,0,0,24.4,27,27,-9999,0,0
GHCND:BR000082861,CONCEICAO DO ARAGUAIA BR,NaN,-8.25,-49.28,20150801,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,0,11,2,0,11,2,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,19,11,2,-9999,0,0,21.6,11,2,-9999,0,0
GHCND:BRM00082336,ITACOATIARA BR,43.3,-3.127,-58.481,20150801,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,3,0,0,0,0,0,0,0,0,9.9,0,0,21,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:BR038484280,CAMPINA GRANDE BR,502,-7.217,-35.883,20150801,0,10,10,1,10,10,0,10,10,0,10,10,0,3,1,0,3,1,3,0,0,0,0,0,0,0,0,6.1,0,0,20.5,0,0,26.7,10,10,8.2,3,1,26.7,10,10,17.8,3,1,17.5,10,10
GHCND:BRM00083566,BELO HORIZONTE CONFINS BR,0,-19.833,-43.917,20150801,1,16,16,0,16,16,0,16,16,0,16,16,0,13,4,0,13,4,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,24.5,16,16,12,13,4,24.5,16,16,13.9,13,4,19.3,16,16
GHCND:BR002143012,JUIZ DE FORA BR,911,-21.767,-43.35,20150901,0,18,12,21,18,12,1,17,7,0,17,7,0,13,12,0,13,12,7,0,0,4,0,0,1,0,0,27.9,0,0,122.3,0,0,35.3,17,7,6.2,13,12,25.7,17,7,8.9,13,12,15.8,18,12
GHCND:BR057324290,MONTES CLAROS BR,668,-16.717,-43.867,20150901,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,0,13,4,0,13,4,0,0,0,0,0,0,0,0,0,0.3,0,0,0.3,0,0,-9999,0,0,16.7,13,4,-9999,0,0,20.1,13,4,-9999,0,0
GHCND:BRM00082361,TUCURUI BR,253,-3.786,-49.72,20150901,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,0,9,2,0,9,2,1,0,0,0,0,0,0,0,0,10.9,0,0,11.7,0,0,-9999,0,0,19.4,9,2,-9999,0,0,20.3,9,2,-9999,0,0
GHCND:BRM00082193,VAL DE CANS INTERNATIONAL BR,16.5,-1.379,-48.476,20150901,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,0,14,4,0,14,4,8,0,0,2,0,0,1,0,0,27.9,0,0,81.4,0,0,-9999,0,0,22.6,14,4,-9999,0,0,23.4,14,4,-9999,0,0
GHCND:BR00E3-0520,SAO PAULO AEROPORT BR,802,-23.617,-46.65,20150901,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,0,21,7,0,21,7,6,0,0,5,0,0,2,0,0,65,0,0,158.5,0,0,-9999,0,0,14.6,21,7,-9999,0,0,16.6,21,7,-9999,0,0
GHCND:BR000352000,ALTAMIRA BR,112,-3.2,-52.2,20150901,-9999,0,0,-9999,0,0,13,10,2,0,10,2,0,7,7,0,7,7,1,0,0,0,0,0,0,0,0,4.1,0,0,4.1,0,0,37.2,10,2,24.7,7,7,36.5,10,2,24.7,7,7,-9999,0,0
GHCND:BR047635180,BOM JESUS DA LAPA BR,443,-13.267,-43.417,20150901,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,0,27,11,0,27,11,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,21.9,27,11,-9999,0,0,23,27,11,-9999,0,0
GHCND:BR037041370,TERESINA AEROPORTO BR,67,-5.05,-42.817,20150901,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,0,22,9,0,22,9,2,0,0,0,0,0,0,0,0,6.1,0,0,9.4,0,0,-9999,0,0,23.5,22,9,-9999,0,0,24.5,22,9,-9999,0,0
GHCND:BRM00083208,VILHENA BR,615.1,-12.694,-60.098,20150901,-9999,0,0,-9999,0,0,8,15,4,0,15,4,0,7,7,0,7,7,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,38.5,15,4,22.1,7,7,35.4,15,4,22.1,7,7,-9999,0,0
GHCND:BR000082400,FERNANDO DE NORONHA BR,59,-3.85,-32.417,20150901,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,0,16,5,0,16,5,1,0,0,0,0,0,0,0,0,3,0,0,5.5,0,0,-9999,0,0,23.5,16,5,-9999,0,0,24.9,16,5,-9999,0,0
GHCND:BRM00083746,GALEAO ANTONIO CARLOS JOBIM BR,8.5,-22.809,-43.244,20150901,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,0,18,5,0,18,5,7,0,0,2,0,0,0,0,0,24.9,0,0,85.8,0,0,-9999,0,0,18,18,5,-9999,0,0,21,18,5,-9999,0,0
GHCND:BR000082704,CRUZEIRO DO SUL BR,194,-7.633,-72.667,20150901,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,0,3,1,0,3,1,8,0,0,3,0,0,0,0,0,18,0,0,91.3,0,0,-9999,0,0,21.6,3,1,-9999,0,0,22.9,3,1,-9999,0,0
GHCND:BR038983570,MACEIO AEROPORTO BR,118,-9.517,-35.783,20150901,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,0,12,3,0,12,3,5,0,0,0,0,0,0,0,0,6.1,0,0,27.2,0,0,-9999,0,0,18.7,12,3,-9999,0,0,20.5,12,3,-9999,0,0
GHCND:BRM00083827,CATARATAS INTERNATIONAL BR,239.9,-25.596,-54.487,20150901,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,0,23,14,0,23,14,7,0,0,2,0,0,1,0,0,35.1,0,0,95.6,0,0,-9999,0,0,11.8,23,14,-9999,0,0,18.8,23,14,-9999,0,0
GHCND:BRM00082562,MARABA BR,108.8,-5.369,-49.138,20150901,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,0,17,4,0,17,4,1,0,0,0,0,0,0,0,0,5.1,0,0,5.1,0,0,-9999,0,0,22.8,17,4,-9999,0,0,24.2,17,4,-9999,0,0
GHCND:BRM00083344,VITORIA DA CONQUISTA BR,913.8,-14.863,-40.863,20150901,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,0,4,1,0,4,1,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,7,4,1,-9999,0,0,13.9,4,1,-9999,0,0
GHCND:BR000956000,ALTA FLORESTA AERO BR,289,-9.867,-56.1,20150901,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,0,7,3,0,7,3,1,0,0,1,0,0,0,0,0,23.1,0,0,23.1,0,0,-9999,0,0,20.4,7,3,-9999,0,0,22.2,7,3,-9999,0,0
GHCND:BRM00082098,MACAPA BR,17.1,0.051,-51.072,20150901,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,0,6,2,0,6,2,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,22.9,6,2,-9999,0,0,24.6,6,2,-9999,0,0
GHCND:BRM00082533,MANICORE BR,53,-5.811,-61.278,20150901,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,0,28,27,0,28,27,4,0,0,2,0,0,0,0,0,23.9,0,0,55.9,0,0,-9999,0,0,23.9,28,27,-9999,0,0,24.4,28,27,-9999,0,0
GHCND:BR000082861,CONCEICAO DO ARAGUAIA BR,NaN,-8.25,-49.28,20150901,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,0,16,12,0,16,12,3,0,0,0,0,0,0,0,0,7.1,0,0,15.2,0,0,-9999,0,0,22,16,12,-9999,0,0,23.4,16,12,-9999,0,0
GHCND:BRM00082336,ITACOATIARA BR,43.3,-3.127,-58.481,20150901,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,0,7,7,0,7,7,1,0,0,0,0,0,0,0,0,4.1,0,0,4.1,0,0,-9999,0,0,25.4,7,7,-9999,0,0,25.4,7,7,-9999,0,0
GHCND:BR038484280,CAMPINA GRANDE BR,502,-7.217,-35.883,20150901,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,0,2,1,0,2,1,1,0,0,0,0,0,0,0,0,7.9,0,0,11,0,0,-9999,0,0,18.2,2,1,-9999,0,0,19,2,1,-9999,0,0
GHCND:BRM00083566,BELO HORIZONTE CONFINS BR,0,-19.833,-43.917,20150901,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,0,12,2,0,12,2,4,0,0,0,0,0,0,0,0,4.1,0,0,14.2,0,0,-9999,0,0,9.3,12,2,-9999,0,0,17.7,12,2,-9999,0,0
GHCND:BR002143012,JUIZ DE FORA BR,911,-21.767,-43.35,20151001,3,15,9,9,15,9,2,14,4,0,14,4,0,13,9,0,13,9,4,0,0,1,0,0,1,0,0,32,0,0,50.6,0,0,35.6,14,4,7.5,13,9,28.6,14,4,8.3,13,9,17.6,15,9
GHCND:BR057324290,MONTES CLAROS BR,668,-16.717,-43.867,20151001,-9999,0,0,-9999,0,0,1,17,17,0,17,17,0,16,3,0,16,3,0,0,0,0,0,0,0,0,0,2,0,0,3.3,0,0,38.8,17,17,16.7,16,3,38.8,17,17,21.1,16,3,-9999,0,0
GHCND:BRM00082361,TUCURUI BR,253,-3.786,-49.72,20151001,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,0,8,2,0,8,2,1,0,0,0,0,0,0,0,0,7.1,0,0,9.4,0,0,-9999,0,0,19.6,8,2,-9999,0,0,20.9,8,2,-9999,0,0
GHCND:BRM00082193,VAL DE CANS INTERNATIONAL BR,16.5,-1.379,-48.476,20151001,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,0,16,4,0,16,4,3,0,0,0,0,0,0,0,0,8.9,0,0,32.6,0,0,-9999,0,0,14.1,16,4,-9999,0,0,23.4,16,4,-9999,0,0
GHCND:BR00E3-0520,SAO PAULO AEROPORT BR,802,-23.617,-46.65,20151001,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,0,18,6,0,18,6,1,0,0,1,0,0,0,0,0,19.1,0,0,22.7,0,0,-9999,0,0,14.7,18,6,-9999,0,0,18,18,6,-9999,0,0
GHCND:BR000352000,ALTAMIRA BR,112,-3.2,-52.2,20151001,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,0,26,9,0,26,9,1,0,0,1,0,0,0,0,0,24.9,0,0,25.7,0,0,-9999,0,0,24.6,26,9,-9999,0,0,24.9,26,9,-9999,0,0
